"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상"
"대전광역시 동구 효동(3011053000)","24,781","24,781","2,426","3,320","2,562","2,799","4,835","3,537","2,975","1,589","635","101","2"
"대전광역시 동구 신인동(3011054500)","12,095","12,095","871","880","1,320","1,572","1,736","1,943","1,975","1,197","537","62","2"
"대전광역시 동구 판암1동(3011055100)","12,416","12,416","761","962","1,469","1,475","1,703","2,139","2,015","1,208","604","78","2"
"대전광역시 동구 판암2동(3011055200)","8,608","8,608","250","371","761","717","994","1,471","1,944","1,286","715","98","1"
"대전광역시 동구 용운동(3011056000)","21,848","21,848","1,679","1,835","3,323","2,949","3,290","3,598","3,031","1,450","607","82","4"
"대전광역시 동구 대동(3011058500)","15,031","15,031","1,376","1,406","1,764","1,956","2,380","2,351","2,046","1,130","540","80","2"
"대전광역시 동구 자양동(3011059000)","10,567","10,567","370","788","2,730","1,042","1,223","1,540","1,538","896","392","45","3"
"대전광역시 동구 가양1동(3011062000)","13,819","13,819","789","1,088","1,975","1,402","2,032","2,311","2,268","1,306","583","61","4"
"대전광역시 동구 가양2동(3011063000)","18,269","18,269","916","1,742","2,876","1,899","2,654","3,288","2,753","1,424","636","78","3"
"대전광역시 동구 용전동(3011064000)","20,500","20,500","1,052","1,475","3,917","3,010","3,126","3,275","2,710","1,347","528","59","1"
"대전광역시 동구 성남동(3011066500)","12,114","12,114","864","934","1,325","1,447","1,749","2,049","1,990","1,175","501","77","3"
"대전광역시 동구 홍도동(3011067000)","11,025","11,025","575","793","2,004","1,277","1,533","1,843","1,688","857","409","46","0"
"대전광역시 동구 삼성동(3011069500)","14,230","14,230","768","1,233","1,500","1,367","2,139","2,477","2,464","1,507","693","81","1"
"대전광역시 동구 대청동(3011072500)","2,439","2,439","57","135","201","150","254","440","585","322","255","40","0"
"대전광역시 동구 산내동(3011074000)","20,821","20,821","1,828","2,668","2,067","2,171","3,747","3,063","2,816","1,580","769","103","9"
"대전광역시 중구 (3014000000)","232,627","232,627","14,459","21,364","30,475","25,442","35,854","38,945","34,627","20,600","9,510","1,300","51"
"대전광역시 중구 은행선화동(3014053500)","15,795","15,795","864","1,002","2,740","2,336","2,456","2,539","2,188","1,117","468","81","4"
"대전광역시 중구 목동(3014055000)","14,508","14,508","1,426","2,453","1,566","1,467","3,228","2,073","1,243","692","315","40","5"
"대전광역시 중구 중촌동(3014056000)","12,864","12,864","635","1,152","1,526","1,287","1,991","2,271","2,101","1,228","587","83","3"
"대전광역시 중구 대흥동(3014057500)","13,848","13,848","867","1,115","2,380","1,912","2,146","1,970","1,835","1,059","466","95","3"
"대전광역시 중구 문창동(3014060500)","4,686","4,686","176","288","502","437","583","811","914","626","310","38","1"
"대전광역시 중구 석교동(3014062000)","15,756","15,756","693","1,124","1,767","1,583","2,021","2,772","3,107","1,853","735","95","6"
"대전광역시 중구 대사동(3014063000)","5,470","5,470","163","258","1,028","620","591","882","943","609","335","39","2"
"대전광역시 중구 부사동(3014064000)","6,655","6,655","295","423","795","643","850","1,210","1,249","742","377","70","1"
"대전광역시 중구 용두동(3014065500)","9,552","9,552","504","728","1,776","1,266","1,370","1,453","1,180","811","407","54","3"
"대전광역시 중구 오류동(3014067000)","10,692","10,692","636","788","1,552","1,364","1,471","1,777","1,478","972","563","91","0"
"대전광역시 중구 태평1동(3014068000)","13,489","13,489","1,138","1,594","1,521","1,507","2,390","2,227","1,587","1,036","440","49","0"
"대전광역시 중구 태평2동(3014069000)","25,970","25,970","1,888","3,026","3,042","2,272","4,302","4,470","3,565","2,233","1,021","143","8"
"대전광역시 중구 유천1동(3014070000)","6,612","6,612","331","332","873","876","927","1,138","1,192","638","275","29","1"
"대전광역시 중구 유천2동(3014071000)","13,796","13,796","887","956","1,796","1,568","1,908","2,216","2,293","1,449","638","83","2"
"대전광역시 중구 문화1동(3014072000)","22,596","22,596","1,887","2,781","2,874","2,382","3,874","3,580","2,639","1,664","813","99","3"
"대전광역시 중구 문화2동(3014073000)","12,801","12,801","621","1,051","1,530","1,277","1,815","2,378","2,126","1,230","688","81","4"
"대전광역시 중구 산성동(3014074000)","27,537","27,537","1,448","2,293","3,207","2,645","3,931","5,178","4,987","2,641","1,072","130","5"
"대전광역시 서구 (3017000000)","474,653","474,653","36,515","48,699","73,477","64,984","76,916","76,750","57,578","26,243","11,736","1,694","61"
"대전광역시 서구 복수동(3017051000)","22,666","22,666","2,056","3,031","2,836","2,593","4,282","3,502","2,574","1,228","494","67","3"
"대전광역시 서구 도마1동(3017052000)","15,210","15,210","692","995","2,509","1,594","1,784","2,614","2,766","1,544","631","76","5"
"대전광역시 서구 도마2동(3017053000)","17,364","17,364","847","1,366","2,452","1,820","2,332","2,925","3,120","1,687","732","81","2"
"대전광역시 서구 정림동(3017053500)","16,340","16,340","1,053","1,438","1,997","1,724","2,247","3,065","2,851","1,296","580","87","2"
"대전광역시 서구 변동(3017054000)","16,179","16,179","952","1,222","2,140","2,010","2,246","2,873","2,658","1,416","575","85","2"
"대전광역시 서구 용문동(3017055000)","12,371","12,371","587","624","2,441","2,166","1,719","1,738","1,687","933","417","55","4"
"대전광역시 서구 탄방동(3017055500)","27,390","27,390","1,668","2,381","5,479","4,636","4,401","4,314","2,789","1,091","552","76","3"
"대전광역시 서구 괴정동(3017056000)","19,288","19,288","1,154","1,258","4,568","3,599","2,820","2,509","2,005","949","361","61","4"
"대전광역시 서구 가장동(3017057000)","11,973","11,973","799","1,085","1,607","1,421","1,815","1,953","1,825","1,006","404","58","0"
"대전광역시 서구 내동(3017057500)","23,880","23,880","1,852","2,630","3,146","2,704","3,988","3,922","3,218","1,665","665","89","1"
"대전광역시 서구 갈마1동(3017058100)","21,599","21,599","1,109","1,626","4,248","3,431","3,079","3,352","3,039","1,182","471","60","2"
"대전광역시 서구 갈마2동(3017058200)","24,987","24,987","1,401","2,006","5,596","4,195","3,784","4,000","2,625","897","436","45","2"
"대전광역시 서구 월평1동(3017058600)","11,283","11,283","375","544","2,915","1,865","1,523","1,882","1,355","559","227","36","2"
"대전광역시 서구 월평2동(3017058700)","14,971","14,971","764","1,279","1,881","1,514","1,934","2,796","2,620","1,281","770","130","2"
"대전광역시 서구 월평3동(3017058800)","21,479","21,479","1,747","2,655","2,700","2,630","3,365","3,861","3,049","944","452","75","1"
"대전광역시 서구 가수원동(3017059000)","41,694","41,694","5,263","4,835","5,015","6,529","7,841","5,743","4,119","1,588","653","104","4"
"대전광역시 서구 관저1동(3017059600)","15,753","15,753","1,257","1,600","2,773","2,057","2,321","2,786","1,689","814","402","52","2"
"대전광역시 서구 관저2동(3017059700)","50,475","50,475","6,078","6,118","6,814","7,908","9,414","7,638","3,905","1,718","765","114","3"
"대전광역시 서구 기성동(3017060000)","3,737","3,737","91","169","295","263","401","675","776","575","404","84","4"
"대전광역시 서구 둔산1동(3017063000)","16,998","16,998","1,553","3,400","1,651","1,318","3,973","2,497","1,357","811","378","58","2"
"대전광역시 서구 둔산2동(3017064000)","36,170","36,170","3,129","4,239","5,436","5,365","6,206","6,299","3,659","1,201","557","75","4"
"대전광역시 서구 만년동(3017065000)","12,848","12,848","941","1,291","2,344","1,974","2,047","2,242","1,298","469","205","37","0"
"대전광역시 서구 둔산3동(3017066000)","19,998","19,998","1,147","2,907","2,634","1,668","3,394","3,564","2,594","1,389","605","89","7"
"대전광역시 유성구 (3020000000)","349,836","349,836","33,750","37,640","52,293","55,037","59,986","54,100","35,633","13,663","6,603","1,102","29"
"대전광역시 유성구 진잠동(3020052000)","34,669","34,669","3,192","3,308","4,332","4,337","5,825","6,165","4,539","1,893","946","129","3"
"대전광역시 유성구 온천1동(3020053000)","34,986","34,986","1,510","1,459","8,281","6,877","4,392","5,454","4,253","1,793","823","135","9"
"대전광역시 유성구 온천2동(3020054000)","39,985","39,985","3,439","3,175","8,360","6,328","5,598","5,809","4,661","1,713","772","130","0"
"대전광역시 유성구 노은1동(3020054600)","22,080","22,080","2,212","2,991","2,849","3,147","4,281","3,305","1,902","896","425","71","1"
"대전광역시 유성구 노은2동(3020054700)","24,778","24,778","2,328","3,420","3,143","3,113","4,640","4,101","2,274","1,097","573","88","1"
"대전광역시 유성구 노은3동(3020054800)","37,596","37,596","4,840","4,567","3,782","6,013","7,431","5,292","3,624","1,394","552","97","4"
"대전광역시 유성구 신성동(3020055000)","26,090","26,090","2,898","2,887","4,133","5,231","4,247","3,505","2,061","663","407","58","0"
"대전광역시 유성구 전민동(3020057000)","27,152","27,152","2,568","3,155","4,332","4,439","4,276","4,465","2,588","744","474","109","2"
"대전광역시 유성구 구즉동(3020058000)","27,732","27,732","2,405","3,036","4,244","4,030","4,697","4,711","2,662","1,175","666","102","4"
"대전광역시 유성구 관평동(3020060000)","28,905","28,905","3,079","4,457","3,767","3,986","5,852","4,553","2,201","655","301","54","0"
"대전광역시 유성구 원신흥동(3020061000)","45,863","45,863","5,279","5,185","5,070","7,536","8,747","6,740","4,868","1,640","664","129","5"
"대전광역시 대덕구 (3023000000)","174,986","174,986","10,726","16,129","24,276","19,747","26,482","33,244","25,921","12,184","5,535","713","29"
"대전광역시 대덕구 오정동(3023051000)","14,514","14,514","609","975","2,270","1,537","1,912","2,686","2,655","1,319","468","78","5"
"대전광역시 대덕구 대화동(3023052000)","7,069","7,069","286","469","809","801","1,052","1,329","1,349","677","250","45","2"
"대전광역시 대덕구 회덕동(3023052500)","12,488","12,488","653","974","1,426","1,217","1,741","2,329","2,311","1,171","593","71","2"
"대전광역시 대덕구 비래동(3023053300)","16,394","16,394","912","1,643","2,239","1,585","2,481","3,171","2,549","1,220","527","65","2"
"대전광역시 대덕구 송촌동(3023054300)","27,562","27,562","1,971","3,749","4,046","2,669","4,880","5,575","2,836","1,151","608","74","3"
"대전광역시 대덕구 중리동(3023054600)","19,561","19,561","908","1,580","3,002","2,202","2,984","3,729","3,078","1,427","586","63","2"
"대전광역시 대덕구 신탄진동(3023055000)","11,000","11,000","470","880","1,453","1,101","1,489","2,142","1,895","1,024","486","52","8"
"대전광역시 대덕구 석봉동(3023056000)","16,420","16,420","1,964","1,515","1,946","2,845","2,686","2,601","1,807","666","341","48","1"
"대전광역시 대덕구 덕암동(3023057000)","13,959","13,959","759","1,218","2,159","1,690","2,096","2,659","1,854","1,003","462","57","2"
"대전광역시 대덕구 목상동(3023058000)","6,593","6,593","437","598","998","997","1,178","1,151","767","310","135","21","1"
"대전광역시 대덕구 법1동(3023060000)","13,268","13,268","852","1,019","1,742","1,614","1,727","2,616","2,088","1,038","516","55","1"
"대전광역시 대덕구 법2동(3023061000)","16,158","16,158","905","1,509","2,186","1,489","2,256","3,256","2,732","1,178","563","84","0"
"울산광역시  (3100000000)","1,125,727","1,125,727","94,428","110,546","140,710","147,449","184,951","206,594","152,653","61,642","23,542","3,129","83"
"울산광역시 중구 (3111000000)","214,584","214,584","15,859","19,668","25,864","25,662","33,548","40,402","33,052","14,559","5,329","626","15"
"울산광역시 중구 학성동(3111051000)","11,125","11,125","516","678","1,288","1,339","1,506","1,938","2,103","1,259","443","53","2"
"울산광역시 중구 반구1동(3111052000)","17,059","17,059","1,322","1,296","2,056","2,378","2,576","3,314","2,678","1,041","352","44","2"
"울산광역시 중구 반구2동(3111053000)","8,767","8,767","391","591","1,256","1,023","1,118","1,741","1,543","790","276","38","0"
"울산광역시 중구 복산1동(3111054000)","4,503","4,503","205","295","545","480","517","895","955","444","153","14","0"
"울산광역시 중구 복산2동(3111055000)","11,271","11,271","909","1,080","1,471","1,573","1,770","2,022","1,491","682","241","32","0"
"울산광역시 중구 중앙동(3111058500)","12,847","12,847","414","629","1,517","1,263","1,542","2,495","2,846","1,509","584","48","0"
"울산광역시 중구 우정동(3111059000)","18,587","18,587","1,261","1,534","2,201","2,257","2,707","3,350","3,160","1,439","611","67","0"
"울산광역시 중구 태화동(3111060000)","33,361","33,361","3,315","3,663","3,697","4,250","5,904","5,768","4,398","1,726","556","82","2"
"울산광역시 중구 다운동(3111061000)","22,769","22,769","980","1,944","3,096","2,010","3,242","5,006","3,884","1,805","730","72","0"
"울산광역시 중구 병영1동(3111062000)","22,192","22,192","1,421","2,210","2,858","2,249","3,229","4,655","3,613","1,419","475","60","3"
"울산광역시 중구 병영2동(3111063000)","20,284","20,284","1,949","1,935","2,149","2,726","3,406","3,584","2,990","1,093","410","40","2"
"울산광역시 중구 약사동(3111064000)","10,901","10,901","1,303","1,273","1,306","1,622","1,817","1,983","1,079","363","134","20","1"
"울산광역시 중구 성안동(3111065000)","20,918","20,918","1,873","2,540","2,424","2,492","4,214","3,651","2,312","989","364","56","3"
"울산광역시 남구 (3114000000)","316,241","316,241","23,010","29,554","44,543","41,408","50,262","60,870","43,231","16,844","5,838","662","19"
"울산광역시 남구 신정1동(3114051000)","18,516","18,516","795","1,088","2,456","2,220","2,421","3,549","3,688","1,692","551","54","2"
"울산광역시 남구 신정2동(3114052000)","24,390","24,390","1,904","3,055","3,165","2,758","4,263","4,700","2,859","1,257","374","54","1"
"울산광역시 남구 신정3동(3114053000)","16,373","16,373","1,263","1,211","2,100","2,050","2,460","3,259","2,545","1,053","377","54","1"
