"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상"
"전라남도 영암군 도포면(4683035000)","2,257","2,257","69","102","183","133","187","413","461","388","296","23","2"
"전라남도 영암군 군서면(4683036000)","3,182","3,182","103","168","223","163","283","540","616","612","413","59","2"
"전라남도 영암군 서호면(4683037000)","1,899","1,899","65","81","117","96","136","303","391","370","297","41","2"
"전라남도 영암군 학산면(4683038000)","2,989","2,989","137","188","252","151","280","502","595","474","354","55","1"
"전라남도 영암군 미암면(4683039000)","2,245","2,245","70","102","135","144","209","370","493","395","297","29","1"
"전라남도 무안군 (4684000000)","89,184","89,184","8,093","9,467","9,272","10,822","14,135","13,142","11,381","7,840","4,396","610","26"
"전라남도 무안군 무안읍(4684025000)","10,883","10,883","726","1,116","1,310","982","1,542","1,898","1,640","1,093","519","57","0"
"전라남도 무안군 일로읍(4684025300)","15,653","15,653","2,408","1,622","1,105","2,678","2,548","1,780","1,600","1,156","665","89","2"
"전라남도 무안군 삼향읍(4684025600)","5,415","5,415","158","294","491","319","568","1,099","1,223","765","421","74","3"
"전라남도 무안군 삼향읍남악출장소(4684025800)","33,555","33,555","4,229","5,248","4,404","5,542","7,248","4,104","1,769","702","268","40","1"
"전라남도 무안군 몽탄면(4684032000)","3,110","3,110","48","124","235","149","258","589","628","572","448","57","2"
"전라남도 무안군 청계면(4684033000)","6,273","6,273","184","396","716","418","668","1,100","1,265","894","533","89","10"
"전라남도 무안군 현경면(4684034000)","4,566","4,566","104","189","316","242","388","846","1,034","865","514","67","1"
"전라남도 무안군 망운면(4684035000)","1,943","1,943","50","85","130","118","195","330","469","358","166","38","4"
"전라남도 무안군 해제면(4684036000)","4,884","4,884","115","228","344","225","462","821","1,087","938","591","71","2"
"전라남도 무안군 운남면(4684037000)","2,902","2,902","71","165","221","149","258","575","666","497","271","28","1"
"전라남도 함평군 (4686000000)","31,444","31,444","1,264","2,044","2,351","1,927","3,343","5,326","6,127","5,002","3,530","515","15"
"전라남도 함평군 함평읍(4686025000)","8,238","8,238","489","776","739","634","1,112","1,341","1,319","1,017","704","105","2"
"전라남도 함평군 손불면(4686031000)","3,334","3,334","130","178","175","160","343","551","665","655","427","49","1"
"전라남도 함평군 신광면(4686032000)","1,815","1,815","58","63","111","110","161","287","426","316","244","38","1"
"전라남도 함평군 학교면(4686033000)","3,750","3,750","123","211","255","209","353","632","786","631","475","73","2"
"전라남도 함평군 엄다면(4686034000)","1,867","1,867","45","80","127","96","159","335","388","332","260","44","1"
"전라남도 함평군 대동면(4686035000)","3,109","3,109","90","255","239","166","267","567","584","511","369","58","3"
"전라남도 함평군 나산면(4686036000)","2,818","2,818","98","122","189","170","252","467","668","465","340","47","0"
"전라남도 함평군 해보면(4686037000)","2,784","2,784","92","128","229","180","286","512","579","427","304","46","1"
"전라남도 함평군 월야면(4686038000)","3,729","3,729","139","231","287","202","410","634","712","648","407","55","4"
"전라남도 영광군 (4687000000)","52,407","52,407","3,690","4,100","4,819","4,699","6,327","8,415","8,577","7,031","4,178","547","24"
"전라남도 영광군 영광읍(4687025000)","21,631","21,631","2,014","2,358","2,350","2,237","3,271","3,439","2,912","1,938","972","132","8"
"전라남도 영광군 백수읍(4687025300)","4,613","4,613","188","230","327","268","424","782","853","873","590","75","3"
"전라남도 영광군 홍농읍(4687025600)","6,799","6,799","635","523","814","879","847","1,105","890","703","361","40","2"
"전라남도 영광군 대마면(4687031000)","1,749","1,749","82","100","146","146","148","281","327","287","194","36","2"
"전라남도 영광군 묘량면(4687032000)","1,741","1,741","85","74","119","106","141","283","344","303","253","32","1"
"전라남도 영광군 불갑면(4687033000)","1,366","1,366","66","57","85","114","106","217","301","249","150","21","0"
"전라남도 영광군 군서면(4687034000)","2,312","2,312","82","161","176","117","232","377","418","415","291","39","4"
"전라남도 영광군 군남면(4687035000)","2,377","2,377","80","95","115","123","184","327","461","524","418","50","0"
"전라남도 영광군 염산면(4687036000)","3,999","3,999","155","157","217","248","349","644","931","832","412","54","0"
"전라남도 영광군 법성면(4687037000)","5,247","5,247","278","332","436","434","539","851","977","826","505","65","4"
"전라남도 영광군 낙월면(4687038000)","381","381","14","9","26","18","57","79","109","46","21","2","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","192","192","11","4","8","9","29","30","54","35","11","1","0"
"전라남도 장성군 (4688000000)","43,808","43,808","2,587","3,183","4,068","3,498","5,355","7,406","7,505","5,818","3,849","522","17"
"전라남도 장성군 장성읍(4688025000)","13,428","13,428","977","1,222","1,256","1,123","1,919","2,160","2,067","1,613","954","133","4"
"전라남도 장성군 진원면(4688031000)","3,645","3,645","292","292","300","253","459","606","644","456","300","39","4"
"전라남도 장성군 남면(4688032000)","3,721","3,721","152","166","380","319","412","683","746","490","322","50","1"
"전라남도 장성군 동화면(4688033000)","1,805","1,805","50","67","136","125","176","340","375","272","231","32","1"
"전라남도 장성군 삼서면(4688034000)","3,186","3,186","138","174","279","172","361","577","606","481","361","36","1"
"전라남도 장성군 삼계면(4688035000)","6,039","6,039","617","593","814","771","844","843","660","518","343","35","1"
"전라남도 장성군 황룡면(4688036000)","4,032","4,032","155","254","382","272","485","797","749","548","335","55","0"
"전라남도 장성군 서삼면(4688037000)","1,527","1,527","49","91","124","105","151","280","296","251","155","25","0"
"전라남도 장성군 북일면(4688038000)","1,378","1,378","30","56","98","78","96","228","310","261","192","28","1"
"전라남도 장성군 북이면(4688039000)","2,868","2,868","72","172","179","146","255","477","549","536","433","47","2"
"전라남도 장성군 북하면(4688040000)","2,179","2,179","55","96","120","134","197","415","503","392","223","42","2"
"전라남도 완도군 (4689000000)","49,308","49,308","3,007","3,540","3,770","3,758","6,076","7,947","8,714","7,330","4,532","618","16"
"전라남도 완도군 완도읍(4689025000)","18,097","18,097","1,402","1,702","1,864","1,684","2,652","3,071","2,894","1,823","877","123","5"
"전라남도 완도군 금일읍(4689025300)","3,706","3,706","205","195","216","283","414","579","742","614","411","47","0"
"전라남도 완도군 노화읍(4689025600)","4,347","4,347","302","395","277","355","583","636","650","640","450","58","1"
"전라남도 완도군 노화읍넙도출장소(4689029000)","786","786","50","48","44","71","115","125","158","134","38","2","1"
"전라남도 완도군 군외면(4689031000)","3,189","3,189","87","119","184","163","315","530","720","629","389","53","0"
"전라남도 완도군 신지면(4689032000)","3,408","3,408","132","196","208","214","362","577","646","590","428","54","1"
"전라남도 완도군 고금면(4689033000)","4,208","4,208","174","269","268","226","412","620","704","868","589","76","2"
"전라남도 완도군 약산면(4689034000)","2,326","2,326","113","95","134","112","201","393","486","467","284","40","1"
"전라남도 완도군 청산면(4689035000)","2,068","2,068","62","89","132","128","183","342","433","369","280","49","1"
"전라남도 완도군 청산면모도출장소(4689035500)","225","225","5","10","10","5","26","37","38","46","40","7","1"
"전라남도 완도군 소안면(4689036000)","2,486","2,486","144","133","137","169","285","334","462","475","301","45","1"
"전라남도 완도군 금당면(4689037000)","986","986","43","50","61","62","99","162","171","177","141","19","1"
"전라남도 완도군 보길면(4689038000)","2,652","2,652","244","214","164","234","338","408","451","351","217","31","0"
"전라남도 완도군 생일면(4689039000)","824","824","44","25","71","52","91","133","159","147","87","14","1"
"전라남도 진도군 (4690000000)","30,306","30,306","1,608","2,177","2,487","2,141","3,477","4,966","5,442","4,577","3,035","384","12"
"전라남도 진도군 진도읍(4690025000)","10,828","10,828","860","1,146","1,236","1,099","1,578","1,704","1,536","1,044","548","74","3"
"전라남도 진도군 군내면(4690031000)","2,978","2,978","101","163","188","173","294","520","595","533","367","44","0"
"전라남도 진도군 고군면(4690032000)","3,574","3,574","181","247","251","237","384","554","743","532","387","55","3"
"전라남도 진도군 의신면(4690033000)","3,436","3,436","116","154","213","175","345","599","727","630","416","60","1"
"전라남도 진도군 임회면(4690034000)","3,423","3,423","112","183","220","172","301","605","665","654","442","69","0"
"전라남도 진도군 지산면(4690035000)","3,124","3,124","103","111","211","136","226","492","654","657","482","50","2"
"전라남도 진도군 조도면(4690036000)","2,288","2,288","97","124","130","114","269","377","415","414","323","22","3"
"전라남도 진도군 조도면가사출장소(4690036500)","265","265","14","6","17","13","30","45","47","49","40","4","0"
"전라남도 진도군 조도면거차출장소(4690036600)","390","390","24","43","21","22","50","70","60","64","30","6","0"
"전라남도 신안군 (4691000000)","38,614","38,614","1,491","2,010","2,665","2,585","4,204","6,924","7,847","6,264","4,093","519","12"
"전라남도 신안군 지도읍(4691025000)","4,225","4,225","141","228","268","253","440","752","891","717","473","62","0"
"전라남도 신안군 지도읍선도출장소(4691025100)","240","240","6","6","12","13","18","48","56","39","40","2","0"
"전라남도 신안군 압해읍(4691025300)","5,742","5,742","207","289","455","420","612","1,087","1,284","816","497","74","1"
"전라남도 신안군 압해읍매화출장소(4691025400)","228","228","9","3","7","15","19","34","62","52","25","2","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","220","220","15","5","6","14","20","33","47","51","27","2","0"
"전라남도 신안군 증도면(4691031000)","1,458","1,458","38","43","99","81","171","298","260","268","182","17","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","315","315","11","9","19","16","37","62","71","59","30","1","0"
"전라남도 신안군 임자면(4691032000)","3,206","3,206","161","235","225","208","400","586","606","509","257","19","0"
"전라남도 신안군 자은면(4691033000)","2,292","2,292","75","103","137","134","217","431","495","397","279","23","1"
"전라남도 신안군 비금면(4691034000)","3,503","3,503","135","202","213","216","393","620","712","610","352","50","0"
"전라남도 신안군 도초면(4691035000)","2,479","2,479","109","205","161","165","267","373","459","397","316","26","1"
"전라남도 신안군 도초면우이도출장소(4691035500)","216","216","9","6","9","14","27","59","44","30","16","2","0"
"전라남도 신안군 흑산면(4691036000)","2,216","2,216","69","111","188","190","293","424","374","323","198","43","3"
"전라남도 신안군 흑산면가거도출장소(4691036500)","441","441","13","21","51","45","81","99","70","37","23","1","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","207","207","11","17","13","15","23","40","44","23","18","3","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","472","472","20","27","45","49","83","105","73","38","31","1","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","317","317","10","20","29","24","40","65","62","42","17","8","0"
"전라남도 신안군 하의면(4691037000)","1,726","1,726","64","98","120","111","191","311","322","286","197","26","0"
"전라남도 신안군 신의면(4691038000)","1,540","1,540","66","104","138","121","208","265","287","212","122","15","2"
"전라남도 신안군 장산면(4691039000)","1,550","1,550","76","69","76","100","159","233","333","284","193","25","2"
"전라남도 신안군 안좌면(4691040000)","2,723","2,723","113","100","203","176","219","444","570","477","358","62","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","284","284","16","8","21","29","27","43","65","45","27","3","0"
"전라남도 신안군 팔금면(4691041000)","985","985","21","28","50","61","82","147","221","212","141","22","0"
"전라남도 신안군 암태면(4691042000)","2,029","2,029","96","73","120","115","177","365","439","340","274","30","0"
"경상북도  (4700000000)","2,631,649","2,631,649","182,918","223,455","280,421","283,759","378,861","453,913","427,094","241,786","139,206","19,584","652"
"경상북도 포항시 (4711000000)","503,489","503,489","38,256","46,303","56,914","58,191","76,839","89,033","81,911","37,709","16,043","2,220","70"
"경상북도 포항시 남구 (4711100000)","230,940","230,940","16,823","21,048","26,733","26,249","35,566","40,878","38,041","17,589","7,048","927","38"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,402","7,402","130","235","417","429","715","1,360","1,994","1,303","727","88","4"
"경상북도 포항시 남구 연일읍(4711125300)","30,427","30,427","2,253","3,617","3,544","2,948","5,075","5,973","4,475","1,751","712","75","4"
"경상북도 포항시 남구 오천읍(4711125600)","55,710","55,710","5,474","5,879","6,762","7,972","10,378","8,634","6,673","2,606","1,185","140","7"
"경상북도 포항시 남구 대송면(4711131000)","3,425","3,425","63","122","259","244","298","655","957","536","244","45","2"
"경상북도 포항시 남구 동해면(4711132000)","9,816","9,816","535","764","939","963","1,229","1,804","1,869","1,117","517","75","4"
"경상북도 포항시 남구 장기면(4711133000)","4,053","4,053","65","121","188","183","287","690","1,008","806","608","94","3"
"경상북도 포항시 남구 호미곶면(4711135000)","1,877","1,877","30","70","91","82","181","316","455","386","231","34","1"
"경상북도 포항시 남구 상대동(4711152500)","24,786","24,786","1,087","1,486","3,308","2,886","3,279","4,397","5,189","2,456","615","80","3"
"경상북도 포항시 남구 해도동(4711154500)","17,198","17,198","589","771","1,650","1,585","2,165","3,289","4,204","2,223","657","63","2"
"경상북도 포항시 남구 송도동(4711155000)","12,325","12,325","401","677","1,010","990","1,409","2,222","3,200","1,726","599","90","1"
"경상북도 포항시 남구 청림동(4711156000)","4,750","4,750","204","263","651","484","526","805","988","599","203","25","2"
"경상북도 포항시 남구 제철동(4711157000)","2,932","2,932","144","186","698","347","347","490","436","197","79","8","0"
"경상북도 포항시 남구 효곡동(4711158000)","30,620","30,620","3,631","3,911","3,590","3,755","5,306","5,255","3,878","953","280","58","3"
"경상북도 포항시 남구 대이동(4711159000)","25,619","25,619","2,217","2,946","3,626","3,381","4,371","4,988","2,715","930","391","52","2"
"경상북도 포항시 북구 (4711300000)","272,549","272,549","21,433","25,255","30,181","31,942","41,273","48,155","43,870","20,120","8,995","1,293","32"
"경상북도 포항시 북구 흥해읍(4711325000)","40,947","40,947","3,782","3,695","4,164","4,945","6,280","7,099","6,197","2,984","1,556","243","2"
"경상북도 포항시 북구 신광면(4711331000)","2,879","2,879","59","80","175","120","212","470","802","501","398","61","1"
"경상북도 포항시 북구 청하면(4711332000)","4,771","4,771","98","192","296","255","447","895","1,149","840","517","80","2"
"경상북도 포항시 북구 송라면(4711333000)","2,519","2,519","37","90","152","103","194","458","631","480","322","52","0"
"경상북도 포항시 북구 기계면(4711334000)","4,960","4,960","77","192","287","225","367","900","1,279","913","622","97","1"
"경상북도 포항시 북구 죽장면(4711335000)","2,120","2,120","40","55","58","65","124","388","621","419","313","36","1"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","604","604","5","17","28","12","36","114","207","111","61","13","0"
"경상북도 포항시 북구 기북면(4711336000)","1,317","1,317","17","41","53","58","94","211","379","255","178","28","3"
"경상북도 포항시 북구 중앙동(4711352000)","15,597","15,597","562","796","1,612","1,746","1,924","2,687","3,332","2,009","816","108","5"
"경상북도 포항시 북구 양학동(4711363000)","16,991","16,991","1,166","1,807","2,070","1,848","2,613","3,375","2,673","1,030","352","54","3"
"경상북도 포항시 북구 죽도동(4711365500)","19,939","19,939","783","911","2,358","2,352","2,507","3,424","4,303","2,374","812","111","4"
"경상북도 포항시 북구 용흥동(4711366500)","21,988","21,988","1,385","1,943","2,323","2,151","3,201","4,037","4,202","1,921","732","91","2"
"경상북도 포항시 북구 우창동(4711368000)","32,323","32,323","3,030","3,084","3,713","4,412","4,909","5,930","4,726","1,707","715","94","3"
"경상북도 포항시 북구 두호동(4711369000)","23,070","23,070","1,616","2,355","2,851","2,483","3,307","4,601","3,825","1,440","525","65","2"
"경상북도 포항시 북구 장량동(4711370000)","73,012","73,012","7,911","8,861","9,138","10,005","13,399","12,116","8,087","2,481","872","139","3"
"경상북도 포항시 북구 환여동(4711371000)","9,512","9,512","865","1,136","903","1,162","1,659","1,450","1,457","655","204","21","0"
"경상북도 경주시 (4713000000)","252,438","252,438","15,740","20,400","26,093","24,890","36,169","46,535","42,648","24,760","13,335","1,800","68"
"경상북도 경주시 감포읍(4713025000)","5,394","5,394","137","229","334","322","594","977","1,251","947","516","82","5"
"경상북도 경주시 안강읍(4713025300)","24,395","24,395","1,081","1,975","2,221","1,697","3,224","4,919","4,486","2,925","1,671","188","8"
"경상북도 경주시 건천읍(4713025600)","9,330","9,330","320","493","702","646","997","1,647","2,086","1,464","868","103","4"
"경상북도 경주시 외동읍(4713025900)","21,994","21,994","1,353","1,203","2,164","2,632","3,023","4,355","3,957","2,014","1,115","171","7"
"경상북도 경주시 문무대왕면(4713031500)","4,238","4,238","212","183","438","448","362","652","845","600","426","68","4"
"경상북도 경주시 양남면(4713032000)","6,238","6,238","261","321","579","488","701","1,292","1,371","736","404","83","2"
"경상북도 경주시 내남면(4713033000)","4,704","4,704","93","199","271","244","398","860","1,151","828","583","75","2"
"경상북도 경주시 산내면(4713034000)","3,251","3,251","49","81","137","125","195","562","1,011","656","384","51","0"
"경상북도 경주시 서면(4713035000)","3,183","3,183","59","129","166","152","278","553","769","652","381","42","2"
"경상북도 경주시 현곡면(4713036000)","21,721","21,721","2,341","2,394","2,253","2,907","3,769","3,646","2,524","1,176","629","80","2"
"경상북도 경주시 강동면(4713037000)","6,163","6,163","178","312","470","347","689","1,229","1,374","909","569","84","2"
"경상북도 경주시 천북면(4713038000)","5,662","5,662","268","306","512","568","685","1,037","1,124","718","397","46","1"
"경상북도 경주시 중부동(4713051500)","5,161","5,161","198","311","519","470","630","839","1,069","751","344","30","0"
"경상북도 경주시 황오동(4713053000)","6,372","6,372","165","311","588","529","722","1,127","1,444","972","450","62","2"
"경상북도 경주시 성건동(4713055000)","13,703","13,703","405","787","1,933","1,221","1,749","2,308","2,693","1,829","688","87","3"
"경상북도 경주시 황남동(4713057000)","4,603","4,603","90","184","349","266","478","805","1,060","794","511","58","8"
"경상북도 경주시 선도동(4713059000)","14,646","14,646","1,101","1,619","1,853","1,412","2,480","2,795","1,863","960","499","63","1"
"경상북도 경주시 월성동(4713060500)","5,793","5,793","357","331","452","495","738","1,000","1,141","782","430","65","2"
"경상북도 경주시 용강동(4713061500)","23,857","23,857","2,851","2,625","2,604","3,368","4,350","4,028","2,494","968","489","76","4"
"경상북도 경주시 황성동(4713062100)","28,323","28,323","2,382","3,551","3,688","3,138","5,048","5,411","3,198","1,210","603","94","0"
"경상북도 경주시 동천동(4713063000)","22,285","22,285","1,160","2,200","2,896","2,214","3,530","4,433","3,524","1,570","668","85","5"
"경상북도 경주시 불국동(4713065000)","9,692","9,692","632","573","791","1,088","1,331","1,737","1,814","1,049","584","90","3"
"경상북도 경주시 보덕동(4713066000)","1,730","1,730","47","83","173","113","198","323","399","250","126","17","1"
"경상북도 김천시 (4715000000)","140,219","140,219","10,150","12,333","14,410","14,613","19,213","23,476","23,045","13,343","8,346","1,258","32"
"경상북도 김천시 아포읍(4715025000)","7,045","7,045","340","403","517","526","827","1,404","1,509","868","552","97","2"
"경상북도 김천시 농소면(4715031000)","3,040","3,040","122","127","259","216","302","555","672","439","306","41","1"
"경상북도 김천시 남면(4715032000)","3,114","3,114","71","138","223","198","295","581","724","467","350","65","2"
"경상북도 김천시 개령면(4715034000)","2,416","2,416","50","99","167","141","194","451","633","377","259","44","1"
"경상북도 김천시 감문면(4715035000)","3,311","3,311","71","101","166","164","240","582","866","560","480","81","0"
"경상북도 김천시 어모면(4715036000)","3,989","3,989","154","167","295","205","398","721","940","635","402","71","1"
"경상북도 김천시 봉산면(4715037000)","3,110","3,110","87","138","239","175","268","578","806","499","276","44","0"
"경상북도 김천시 대항면(4715038000)","3,414","3,414","84","185","280","194","310","696","827","457","320","58","3"
"경상북도 김천시 감천면(4715039000)","1,958","1,958","59","75","146","112","188","368","448","287","240","35","0"
"경상북도 김천시 조마면(4715040000)","2,221","2,221","50","85","133","121","189","413","567","341","281","39","2"
"경상북도 김천시 구성면(4715041000)","2,810","2,810","61","81","160","123","189","514","712","510","384","75","1"
"경상북도 김천시 지례면(4715042000)","1,543","1,543","42","53","77","70","96","255","385","290","239","34","2"
"경상북도 김천시 부항면(4715043000)","1,247","1,247","24","37","56","49","100","210","328","221","191","29","2"
"경상북도 김천시 대덕면(4715044000)","2,319","2,319","51","327","109","107","143","356","506","368","308","42","2"
"경상북도 김천시 증산면(4715045000)","1,038","1,038","8","33","44","22","86","209","303","156","159","18","0"
"경상북도 김천시 자산동(4715051600)","6,624","6,624","191","347","632","534","794","1,054","1,555","977","485","55","0"
"경상북도 김천시 평화남산동(4715053600)","7,578","7,578","214","419","791","683","852","1,301","1,620","1,053","571","71","3"
"경상북도 김천시 양금동(4715056500)","3,942","3,942","129","231","310","248","393","668","882","663","369","48","1"
"경상북도 김천시 대신동(4715057500)","25,424","25,424","2,015","3,218","3,752","2,805","4,066","4,297","2,914","1,425","825","101","6"
"경상북도 김천시 대곡동(4715059500)","20,287","20,287","1,339","2,326","2,313","1,949","2,917","3,682","3,176","1,602","859","123","1"
"경상북도 김천시 지좌동(4715061000)","11,045","11,045","867","1,077","1,418","1,296","1,806","1,928","1,519","752","328","53","1"
"경상북도 김천시 율곡동(4715064000)","22,744","22,744","4,121","2,666","2,323","4,675","4,560","2,653","1,153","396","162","34","1"
"경상북도 안동시 (4717000000)","157,690","157,690","10,276","13,460","16,522","15,222","21,763","25,742","26,652","16,553","9,970","1,480","50"
"경상북도 안동시 풍산읍(4717025000)","6,372","6,372","182","268","434","361","563","1,059","1,478","1,113","777","130","7"
"경상북도 안동시 와룡면(4717031000)","4,010","4,010","92","190","269","188","320","638","946","719","561","83","4"
"경상북도 안동시 북후면(4717032000)","2,983","2,983","61","85","139","150","304","517","699","525","439","63","1"
"경상북도 안동시 서후면(4717033000)","3,491","3,491","80","118","275","205","336","580","892","537","386","82","0"
"경상북도 안동시 풍천면(4717034000)","6,907","6,907","455","372","969","1,077","782","906","1,035","742","486","77","6"
"경상북도 안동시 일직면(4717035000)","2,708","2,708","43","126","137","113","229","421","625","556","399","56","3"
"경상북도 안동시 남후면(4717036000)","1,743","1,743","25","61","77","77","153","261","414","345","286","44","0"
"경상북도 안동시 남선면(4717037000)","2,101","2,101","52","83","147","123","172","418","516","322","229","39","0"
"경상북도 안동시 임하면(4717038000)","2,813","2,813","56","106","169","141","252","492","726","475","329","65","2"
"경상북도 안동시 길안면(4717039000)","2,716","2,716","42","78","120","113","171","507","719","532","389","44","1"
"경상북도 안동시 임동면(4717040000)","1,727","1,727","31","53","68","59","138","280","490","335","246","24","3"
"경상북도 안동시 예안면(4717041000)","1,837","1,837","47","49","82","79","107","335","507","345","260","25","1"
"경상북도 안동시 도산면(4717042000)","1,611","1,611","21","45","67","65","112","278","435","335","217","36","0"
"경상북도 안동시 녹전면(4717043000)","1,726","1,726","30","60","60","67","125","266","492","336","256","34","0"
"경상북도 안동시 중구동(4717051000)","5,129","5,129","227","340","616","502","611","786","927","717","338","64","1"
"경상북도 안동시 명륜동(4717052000)","4,994","4,994","294","409","513","410","695","910","890","551","286","36","0"
"경상북도 안동시 용상동(4717055500)","22,115","22,115","1,849","2,328","2,997","2,505","3,494","3,451","2,884","1,616","869","121","1"
"경상북도 안동시 서구동(4717058500)","9,062","9,062","616","883","852","777","1,355","1,429","1,519","1,010","549","68","4"
"경상북도 안동시 태화동(4717060000)","13,133","13,133","886","942","1,361","1,488","1,847","2,173","2,263","1,426","663","79","5"
"경상북도 안동시 평화동(4717062000)","6,293","6,293","366","512","644","561","888","1,031","1,179","711","345","54","2"
"경상북도 안동시 안기동(4717063000)","6,225","6,225","323","555","671","564","838","1,146","1,192","650","247","38","1"
"경상북도 안동시 옥동(4717065000)","21,448","21,448","1,919","2,591","2,607","2,402","3,709","3,481","2,721","1,254","665","95","4"
"경상북도 안동시 송하동(4717066000)","16,154","16,154","1,501","1,716","1,954","2,088","2,571","2,735","2,120","893","493","80","3"
"경상북도 안동시 강남동(4717069000)","10,392","10,392","1,078","1,490","1,294","1,107","1,991","1,642","983","508","255","43","1"
"경상북도 구미시 (4719000000)","414,207","414,207","39,810","44,311","55,617","64,049","72,724","69,709","42,236","16,200","8,308","1,204","39"
"경상북도 구미시 선산읍(4719025000)","14,752","14,752","839","1,128","1,371","1,220","1,911","2,904","2,796","1,464","950","163","6"
"경상북도 구미시 고아읍(4719025300)","38,273","38,273","3,635","3,871","4,718","4,884","5,826","7,923","4,637","1,625","986","164","4"
"경상북도 구미시 산동읍(4719025600)","26,752","26,752","5,606","2,388","2,446","7,800","4,603","2,099","1,092","391","284","42","1"
"경상북도 구미시 무을면(4719031000)","1,841","1,841","44","55","101","76","123","355","489","299","255","44","0"
"경상북도 구미시 옥성면(4719032000)","1,685","1,685","12","51","100","70","138","311","436","274","256","36","1"
"경상북도 구미시 도개면(4719033000)","2,188","2,188","39","107","142","96","183","390","519","374","298","40","0"
"경상북도 구미시 해평면(4719034000)","4,037","4,037","58","147","273","212","402","795","928","664","492","63","3"
"경상북도 구미시 장천면(4719036000)","3,091","3,091","68","190","236","175","339","597","663","467","317","37","2"
"경상북도 구미시 송정동(4719051000)","24,277","24,277","1,750","2,412","3,361","3,357","3,829","4,421","3,476","1,207","422","41","1"
"경상북도 구미시 원평동(4719053500)","6,420","6,420","137","202","731","726","980","1,344","1,326","677","249","46","2"
"경상북도 구미시 도량동(4719055100)","29,336","29,336","2,241","3,370","3,737","3,349","4,883","5,943","3,899","1,255","592","67","0"
"경상북도 구미시 지산동(4719055500)","2,191","2,191","68","121","209","148","271","459","543","243","113","15","1"
"경상북도 구미시 선주원남동(4719056500)","38,986","38,986","3,671","4,974","5,119","4,892","7,317","7,124","4,045","1,236","531","76","1"
"경상북도 구미시 형곡1동(4719058200)","14,349","14,349","1,022","1,553","1,905","1,611","2,353","2,956","1,949","700","272","27","1"
"경상북도 구미시 형곡2동(4719058300)","16,665","16,665","795","1,857","2,647","1,600","2,628","3,787","2,373","694","250","32","2"
"경상북도 구미시 신평1동(4719059000)","3,257","3,257","140","161","589","506","440","603","484","241","81","12","0"
"경상북도 구미시 신평2동(4719060000)","3,181","3,181","279","223","392","532","434","618","415","180","95","10","3"
"경상북도 구미시 비산동(4719061000)","13,198","13,198","1,669","1,092","1,820","2,794","2,168","2,187","1,051","292","109","16","0"
"경상북도 구미시 광평동(4719063000)","4,370","4,370","322","353","626","675","761","820","489","232","81","10","1"
"경상북도 구미시 상모사곡동(4719064500)","31,010","31,010","2,751","3,705","4,699","4,347","6,034","6,025","2,303","743","344","58","1"
"경상북도 구미시 임오동(4719066000)","18,838","18,838","2,074","2,509","2,392","2,899","3,873","3,173","1,286","407","193","31","1"
"경상북도 구미시 인동동(4719067000)","48,118","48,118","4,535","5,913","7,134","8,308","9,482","7,045","3,688","1,324","602","85","2"
"경상북도 구미시 진미동(4719068000)","16,456","16,456","903","1,067","4,256","4,298","2,769","1,777","905","334","119","26","2"
"경상북도 구미시 양포동(4719069000)","46,550","46,550","6,574","6,641","5,928","8,425","10,245","5,425","2,065","790","397","57","3"
"경상북도 구미시 공단동(4719070000)","4,386","4,386","578","221","685","1,049","732","628","379","87","20","6","1"
"경상북도 영주시 (4721000000)","102,377","102,377","5,855","8,692","9,606","8,241","13,529","17,455","19,097","11,727","7,045","1,079","51"
"경상북도 영주시 풍기읍(4721025000)","10,669","10,669","464","744","946","732","1,179","1,801","2,379","1,428","844","140","12"
"경상북도 영주시 이산면(4721031000)","2,328","2,328","51","93","176","107","179","456","587","346","292","41","0"
"경상북도 영주시 평은면(4721032000)","1,438","1,438","22","52","84","43","99","245","350","281","220","40","2"
"경상북도 영주시 문수면(4721033000)","1,952","1,952","54","86","133","108","164","319","480","304","245","58","1"
"경상북도 영주시 장수면(4721034000)","2,189","2,189","54","100","161","110","175","351","534","366","276","59","3"
"경상북도 영주시 안정면(4721035000)","2,981","2,981","75","122","181","141","250","476","763","522","381","69","1"
"경상북도 영주시 봉현면(4721036000)","2,734","2,734","69","128","167","125","257","477","746","452","269","38","6"
"경상북도 영주시 순흥면(4721037000)","2,006","2,006","36","68","123","83","134","358","580","340","240","42","2"
"경상북도 영주시 단산면(4721038000)","1,861","1,861","23","58","100","80","139","323","478","331","283","45","1"
